snp_idx,reliefF,xgb_gain
0,-0.0033759843309720356,1.735300064086914
50,0.020293644269307454,1.1038981676101685
100,-0.0007614140709241231,1.0445446968078613
150,0.0022308416167895,1.0990139245986938
200,0.009264794190724691,1.602116584777832
250,-0.01792852222919464,1.5871660709381104
300,-0.001890467902024587,1.0443910360336304
350,0.014660296440124511,0.9106397032737732
400,0.006297449370225271,1.0589104890823364
450,-0.004635530114173889,1.0073684453964233
500,0.002679716646671295,1.1075397729873657
550,0.006955731709798177,1.5895932912826538
600,0.0026688836018244426,1.8768181800842285
650,-0.0020539456605911254,1.1960747241973877
700,-0.0011604120333989461,1.8126949071884155
750,0.0032615633805592853,1.0078014135360718
800,-0.007610682646433512,1.7444803714752197
850,0.011391234596570333,1.0610276460647583
900,0.00462185005346934,0.9272220730781555
950,0.017511182427406312,2.12090802192688
1000,-0.008088057041168212,1.2106962203979492
1050,0.013218356172243755,1.4450126886367798
1100,-0.009495465954144796,1.0954080820083618
1150,-0.01162802795569102,1.3387702703475952
1200,-0.01942935566107432,1.3782447576522827
1250,0.005893472234408061,1.445157766342163
1300,-0.004152747690677643,1.368208408355713
1350,-0.0013049822052319845,1.2683689594268799
1400,-0.003964492281277974,0.9953237175941467
1450,0.00264698992172877,0.9709019064903259
1500,-0.003103838761647542,0.5905323624610901
1550,-0.0010406325260798137,1.15159273147583
1600,-0.010293071568012237,1.5475519895553589
1650,0.013075856864452362,1.2649563550949097
1700,0.003669733206431071,1.652087926864624
1750,0.011929981708526612,0.8549004793167114
1800,0.012075495024522145,1.2889838218688965
1850,0.00338742067416509,1.4465643167495728
1900,0.021035047173500063,1.3486154079437256
1950,0.0032391194502512616,1.6314343214035034
2000,0.024098965624968213,1.2096996307373047
2050,0.005793661375840505,1.2456027269363403
2100,-0.0011599268515904745,0.7907161712646484
2150,0.0005673236648241678,1.9316219091415405
2200,-0.007014844914277394,1.4375674724578857
2250,0.006569922069708506,0.9777804613113403
2300,-0.014499273896217347,1.079674243927002
2350,0.007328910628954569,1.0042160749435425
2400,0.05054462641477585,3.0631766319274902
2450,-0.013349949816862742,1.35175359249115
2500,-0.010962758163611095,0.9548418521881104
2550,-0.0022032435735066733,0.9844166040420532
2600,0.010697019298871359,1.2054417133331299
2650,-0.002912365992863973,1.2517067193984985
2700,-0.005736484328905741,1.5632550716400146
2750,-0.0020556480685869852,1.058440089225769
2800,0.012171219289302825,0.8230264186859131
2850,0.0016114065051078797,1.4710264205932617
2900,0.008465157051881155,1.0605751276016235
2950,0.014889348049958546,1.3915300369262695
3000,-0.009670487840970358,0.9378480315208435
3050,0.004766352872053782,1.285582184791565
3100,0.027530654470125836,2.082195281982422
3150,0.002890161077181498,1.7776596546173096
3200,0.006291362742582957,1.3320387601852417
3250,0.0013376381993293763,1.6964085102081299
3300,-0.03345462878545125,1.1250765323638916
3350,0.016235520641009013,1.3995314836502075
3400,0.005154041151205699,1.1287357807159424
3450,0.01598191698392232,1.6733595132827759
3500,0.01250987321138382,0.6807692050933838
3550,0.021924403409163157,2.072021722793579
3600,-0.012393982112407685,0.9878462553024292
3650,0.0074733110268910725,1.3971474170684814
3700,0.004458377957344055,1.353076457977295
3750,-0.012910617391268413,1.2018901109695435
3800,-0.005488954881827037,1.3877899646759033
3850,0.009313342074553171,1.1495312452316284
3900,-0.0027433282136917116,1.009857177734375
3950,-0.01729793628056844,0.955005943775177
4000,0.015486421982447306,1.3994334936141968
4050,-4.5696894327799476e-09,0.9747826457023621
4100,-0.012794096867243449,1.7258323431015015
4150,-0.009606518844763438,1.0370548963546753
4200,0.001360799769560496,1.5264639854431152
4250,0.07617001394430796,3.097640037536621
4300,-0.019261936048666637,0.9433094263076782
4350,-0.0013415985306104025,1.085134506225586
4400,0.023056641221046448,2.5258758068084717
4450,-0.006423786282539368,1.4683647155761719
4500,0.0014061141014099121,1.5075839757919312
4550,0.004687724610169729,2.737114429473877
4600,0.0025631086031595867,1.1740200519561768
4650,-0.012289430201053619,1.3472390174865723
4700,-0.005565347174803416,1.1685771942138672
4750,0.006884357631206512,1.3147797584533691
4800,-0.01277860015630722,0.9085642099380493
4850,-0.0021589550375938414,1.3328673839569092
4900,0.0038819446166356406,1.0185401439666748
4950,0.008366990983486176,1.4568270444869995
